seasonStartYear,awayTeam,pointsAway,homeTeam,pointsHome,attendance,notes,startET,datetime,isRegular,game_id
2003,Chicago Bulls,96,Indiana Pacers,101,16074,,8:00p,4/14/2004,1,9562
2003,New York Knicks,83,New Jersey Nets,107,18206,,4:30p,4/17/2004,0,9563
2003,Houston Rockets,71,Los Angeles Lakers,72,18997,,10:30p,4/17/2004,0,9564
2003,Boston Celtics,88,Indiana Pacers,104,16605,,2:00p,4/17/2004,0,9565
2003,Memphis Grizzlies,74,San Antonio Spurs,98,18797,,8:00p,4/17/2004,0,9566
2003,New Orleans Hornets,79,Miami Heat,81,20102,,7:00p,4/18/2004,0,9567
2003,Denver Nuggets,92,Minnesota Timberwolves,106,18503,,9:30p,4/18/2004,0,9568
2003,Milwaukee Bucks,82,Detroit Pistons,108,22076,,1:00p,4/18/2004,0,9569
2003,Dallas Mavericks,105,Sacramento Kings,116,17317,,3:30p,4/18/2004,0,9570
2003,Memphis Grizzlies,70,San Antonio Spurs,87,18797,,8:00p,4/19/2004,0,9571
2003,Houston Rockets,84,Los Angeles Lakers,98,18997,,10:30p,4/19/2004,0,9572
2003,New York Knicks,81,New Jersey Nets,99,19918,,8:00p,4/20/2004,0,9573
2003,Boston Celtics,90,Indiana Pacers,103,17347,,8:30p,4/20/2004,0,9574
2003,Dallas Mavericks,79,Sacramento Kings,83,17317,,10:30p,4/20/2004,0,9575
2003,New Orleans Hornets,63,Miami Heat,93,20189,,8:00p,4/21/2004,0,9576
2003,Milwaukee Bucks,92,Detroit Pistons,88,22076,,7:00p,4/21/2004,0,9577
2003,Denver Nuggets,81,Minnesota Timberwolves,95,18101,,9:30p,4/21/2004,0,9578
2003,New Jersey Nets,81,New York Knicks,78,19763,,7:00p,4/22/2004,0,9579
2003,San Antonio Spurs,95,Memphis Grizzlies,93,19351,,9:30p,4/22/2004,0,9580
2003,Indiana Pacers,108,Boston Celtics,85,17680,,7:00p,4/23/2004,0,9581
2003,Los Angeles Lakers,91,Houston Rockets,102,18226,,9:30p,4/23/2004,0,9582
2003,Detroit Pistons,95,Milwaukee Bucks,85,18717,,3:30p,4/24/2004,0,9583
2003,Miami Heat,71,New Orleans Hornets,77,14251,,1:00p,4/24/2004,0,9584
2003,Minnesota Timberwolves,86,Denver Nuggets,107,19713,,9:30p,4/24/2004,0,9585
2003,Sacramento Kings,79,Dallas Mavericks,104,20580,,7:00p,4/24/2004,0,9586
2003,Los Angeles Lakers,92,Houston Rockets,88,18219,,3:30p,4/25/2004,0,9587
2003,New Jersey Nets,100,New York Knicks,94,19763,,7:00p,4/25/2004,0,9588
2003,San Antonio Spurs,110,Memphis Grizzlies,97,19351,,9:30p,4/25/2004,0,9589
2003,Indiana Pacers,90,Boston Celtics,75,16389,,1:00p,4/25/2004,0,9590
2003,Sacramento Kings,94,Dallas Mavericks,92,20677,,9:30p,4/26/2004,0,9591
2003,Detroit Pistons,109,Milwaukee Bucks,92,17316,,7:00p,4/26/2004,0,9592
2003,Miami Heat,85,New Orleans Hornets,96,16009,,8:00p,4/27/2004,0,9593
2003,Minnesota Timberwolves,84,Denver Nuggets,82,19694,,10:30p,4/27/2004,0,9594
2003,Houston Rockets,78,Los Angeles Lakers,97,18997,,10:00p,4/28/2004,0,9595
2003,Milwaukee Bucks,77,Detroit Pistons,91,22076,,8:00p,4/29/2004,0,9596
2003,Dallas Mavericks,118,Sacramento Kings,119,17317,,10:30p,4/29/2004,0,9597
2003,New Orleans Hornets,83,Miami Heat,87,20147,,7:00p,4/30/2004,0,9598
2003,Denver Nuggets,91,Minnesota Timberwolves,102,19890,,9:30p,4/30/2004,0,9599
2003,Los Angeles Lakers,78,San Antonio Spurs,88,18797,,3:30p,5/2/2004,0,9600
2003,Miami Heat,83,New Orleans Hornets,89,17297,,1:00p,5/2/2004,0,9601
2003,New Jersey Nets,56,Detroit Pistons,78,22076,,8:00p,5/3/2004,0,9602
2003,New Orleans Hornets,77,Miami Heat,85,20286,,7:00p,5/4/2004,0,9603
2003,Sacramento Kings,104,Minnesota Timberwolves,98,18792,,9:30p,5/4/2004,0,9604
2003,Los Angeles Lakers,85,San Antonio Spurs,95,18797,,9:00p,5/5/2004,0,9605
2003,Miami Heat,81,Indiana Pacers,94,18345,,9:00p,5/6/2004,0,9606
2003,New Jersey Nets,80,Detroit Pistons,95,22076,,8:00p,5/7/2004,0,9607
2003,Miami Heat,80,Indiana Pacers,91,18345,,7:00p,5/8/2004,0,9608
2003,Sacramento Kings,89,Minnesota Timberwolves,94,19599,,9:30p,5/8/2004,0,9609
2003,Detroit Pistons,64,New Jersey Nets,82,19000,,8:00p,5/9/2004,0,9610
2003,San Antonio Spurs,81,Los Angeles Lakers,105,18997,,3:30p,5/9/2004,0,9611
2003,Indiana Pacers,87,Miami Heat,94,20115,,8:00p,5/10/2004,0,9612
2003,Minnesota Timberwolves,114,Sacramento Kings,113,17317,,10:30p,5/10/2004,0,9613
2003,San Antonio Spurs,90,Los Angeles Lakers,98,18997,,10:30p,5/11/2004,0,9614
2003,Detroit Pistons,79,New Jersey Nets,94,19860,,8:00p,5/11/2004,0,9615
2003,Indiana Pacers,88,Miami Heat,100,20128,,8:00p,5/12/2004,0,9616
2003,Minnesota Timberwolves,81,Sacramento Kings,87,17317,,10:30p,5/12/2004,0,9617
2003,Los Angeles Lakers,74,San Antonio Spurs,73,18797,,8:00p,5/13/2004,0,9618
2003,New Jersey Nets,127,Detroit Pistons,120,22076,,7:00p,5/14/2004,0,9619
2003,Sacramento Kings,74,Minnesota Timberwolves,86,19818,,9:30p,5/14/2004,0,9620
2003,San Antonio Spurs,76,Los Angeles Lakers,88,18997,,10:30p,5/15/2004,0,9621
2003,Miami Heat,83,Indiana Pacers,94,18345,,8:00p,5/15/2004,0,9622
2003,Minnesota Timberwolves,87,Sacramento Kings,104,17317,,3:30p,5/16/2004,0,9623
2003,Detroit Pistons,81,New Jersey Nets,75,19968,,8:00p,5/16/2004,0,9624
2003,Indiana Pacers,73,Miami Heat,70,20136,,8:00p,5/18/2004,0,9625
2003,Sacramento Kings,80,Minnesota Timberwolves,83,19944,,8:30p,5/19/2004,0,9626
2003,New Jersey Nets,69,Detroit Pistons,90,22076,,8:00p,5/20/2004,0,9627
2003,Los Angeles Lakers,97,Minnesota Timberwolves,88,19552,,9:00p,5/21/2004,0,9628
2003,Detroit Pistons,74,Indiana Pacers,78,18345,,8:00p,5/22/2004,0,9629
2003,Los Angeles Lakers,71,Minnesota Timberwolves,89,19707,,8:30p,5/23/2004,0,9630
2003,Detroit Pistons,72,Indiana Pacers,67,18345,,8:00p,5/24/2004,0,9631
2003,Minnesota Timberwolves,89,Los Angeles Lakers,100,18997,,9:00p,5/25/2004,0,9632
2003,Indiana Pacers,78,Detroit Pistons,85,22076,,8:30p,5/26/2004,0,9633
2003,Minnesota Timberwolves,85,Los Angeles Lakers,92,18997,,9:00p,5/27/2004,0,9634
2003,Indiana Pacers,83,Detroit Pistons,68,22076,,8:00p,5/28/2004,0,9635
2003,Los Angeles Lakers,96,Minnesota Timberwolves,98,20109,,8:30p,5/29/2004,0,9636
2003,Detroit Pistons,83,Indiana Pacers,65,18345,,8:00p,5/30/2004,0,9637
2003,Minnesota Timberwolves,90,Los Angeles Lakers,96,18997,,9:00p,5/31/2004,0,9638
2003,Indiana Pacers,65,Detroit Pistons,69,22076,,8:00p,6/1/2004,0,9639
2003,Detroit Pistons,87,Los Angeles Lakers,75,18997,,9:00p,6/6/2004,0,9640
2003,Detroit Pistons,91,Los Angeles Lakers,99,18997,,9:00p,6/8/2004,0,9641
2003,Los Angeles Lakers,68,Detroit Pistons,88,22076,,9:00p,6/10/2004,0,9642
2003,Los Angeles Lakers,80,Detroit Pistons,88,22076,,9:00p,6/13/2004,0,9643
2003,Los Angeles Lakers,87,Detroit Pistons,100,22076,,9:00p,6/15/2004,0,9644
2004,Denver Nuggets,78,Los Angeles Lakers,89,18997,,10:30p,11/2/2004,1,9645
2004,Houston Rockets,79,Detroit Pistons,87,22076,,8:00p,11/2/2004,1,9646
2004,Sacramento Kings,98,Dallas Mavericks,107,20041,,8:30p,11/2/2004,1,9647
2004,Sacramento Kings,85,San Antonio Spurs,101,18797,,8:30p,11/3/2004,1,9648
2004,Indiana Pacers,109,Cleveland Cavaliers,104,19730,,7:00p,11/3/2004,1,9649
2004,Milwaukee Bucks,92,Orlando Magic,93,15138,,7:00p,11/3/2004,1,9650
2004,Houston Rockets,88,Toronto Raptors,95,19800,,7:00p,11/3/2004,1,9651
2004,Philadelphia 76ers,98,Boston Celtics,95,18624,,7:30p,11/3/2004,1,9652
2004,Washington Wizards,103,Memphis Grizzlies,91,18119,,8:00p,11/3/2004,1,9653
2004,New York Knicks,93,Minnesota Timberwolves,99,17295,,8:00p,11/3/2004,1,9654
2004,Miami Heat,100,New Jersey Nets,77,17260,,8:00p,11/3/2004,1,9655
2004,Dallas Mavericks,106,New Orleans Hornets,91,17682,,8:00p,11/3/2004,1,9656
2004,Atlanta Hawks,82,Phoenix Suns,112,18422,,9:00p,11/3/2004,1,9657
2004,Portland Trail Blazers,78,Golden State Warriors,75,15351,,10:30p,11/3/2004,1,9658
2004,Seattle SuperSonics,84,Los Angeles Clippers,114,13371,,10:30p,11/3/2004,1,9659
2004,Los Angeles Lakers,78,Utah Jazz,104,19911,,10:30p,11/3/2004,1,9660
2004,Minnesota Timberwolves,92,Denver Nuggets,94,19099,,10:30p,11/4/2004,1,9661
2004,Cleveland Cavaliers,86,Miami Heat,92,20235,,8:00p,11/4/2004,1,9662
2004,Washington Wizards,103,Charlotte Bobcats,96,23319,,7:00p,11/4/2004,1,9663
2004,Atlanta Hawks,85,Seattle SuperSonics,106,16103,,10:30p,11/5/2004,1,9664
2004,New Jersey Nets,111,Chicago Bulls,106,20117,,8:30p,11/5/2004,1,9665
2004,San Antonio Spurs,105,Los Angeles Lakers,96,18997,,10:30p,11/5/2004,1,9666
2004,Utah Jazz,102,Golden State Warriors,80,15668,,10:30p,11/5/2004,1,9667
2004,Orlando Magic,90,New Orleans Hornets,89,14218,,8:00p,11/5/2004,1,9668
2004,Los Angeles Clippers,81,Portland Trail Blazers,94,19818,,10:00p,11/5/2004,1,9669
2004,Indiana Pacers,100,Boston Celtics,94,13702,,7:30p,11/5/2004,1,9670
2004,Detroit Pistons,89,Toronto Raptors,101,15284,,7:00p,11/5/2004,1,9671
2004,Phoenix Suns,108,Philadelphia 76ers,98,19385,,7:00p,11/5/2004,1,9672
2004,Houston Rockets,89,Memphis Grizzlies,81,18119,,8:00p,11/5/2004,1,9673
2004,Los Angeles Clippers,94,Golden State Warriors,86,16385,,10:30p,11/6/2004,1,9674
2004,Memphis Grizzlies,88,Dallas Mavericks,112,19796,,8:30p,11/6/2004,1,9675
2004,Utah Jazz,106,Denver Nuggets,82,19099,,9:00p,11/6/2004,1,9676
2004,Cleveland Cavaliers,88,Milwaukee Bucks,102,17863,,8:30p,11/6/2004,1,9677
2004,Sacramento Kings,101,Houston Rockets,104,18003,,8:30p,11/6/2004,1,9678
2004,Phoenix Suns,112,New Jersey Nets,80,13254,,8:00p,11/6/2004,1,9679
2004,New Orleans Hornets,92,Minnesota Timberwolves,99,15812,,8:00p,11/6/2004,1,9680
2004,Chicago Bulls,90,Indiana Pacers,100,18022,,8:00p,11/6/2004,1,9681
2004,Boston Celtics,107,New York Knicks,73,19763,,7:30p,11/6/2004,1,9682
2004,Philadelphia 76ers,91,Detroit Pistons,99,22076,,7:30p,11/6/2004,1,9683
2004,Miami Heat,118,Washington Wizards,106,19859,,7:00p,11/6/2004,1,9684
2004,Orlando Magic,100,Charlotte Bobcats,111,20873,,7:00p,11/6/2004,1,9685
2004,Portland Trail Blazers,97,Toronto Raptors,101,13863,,12:30p,11/7/2004,1,9686
2004,San Antonio Spurs,94,Seattle SuperSonics,113,15851,,8:00p,11/7/2004,1,9687
2004,Atlanta Hawks,90,Los Angeles Lakers,106,18997,,9:30p,11/7/2004,1,9688
2004,Golden State Warriors,98,Dallas Mavericks,101,19527,,8:30p,11/8/2004,1,9689
2004,Denver Nuggets,91,Utah Jazz,102,18667,,9:00p,11/8/2004,1,9690
2004,Detroit Pistons,99,Los Angeles Clippers,96,15866,,10:30p,11/8/2004,1,9691
2004,Los Angeles Lakers,106,New Orleans Hornets,98,17202,,8:00p,11/9/2004,1,9692
2004,Seattle SuperSonics,108,Denver Nuggets,88,12962,,9:00p,11/9/2004,1,9693
2004,Phoenix Suns,94,Chicago Bulls,74,17595,,8:30p,11/9/2004,1,9694
2004,Toronto Raptors,92,Sacramento Kings,108,17317,,10:00p,11/9/2004,1,9695
2004,Indiana Pacers,102,Minnesota Timberwolves,101,15409,,8:00p,11/9/2004,1,9696
2004,Memphis Grizzlies,87,Houston Rockets,90,11568,,8:30p,11/9/2004,1,9697
2004,Portland Trail Blazers,60,New Jersey Nets,64,13621,,7:30p,11/9/2004,1,9698
2004,Washington Wizards,93,Miami Heat,103,18465,,7:30p,11/9/2004,1,9699
2004,Cleveland Cavaliers,93,Atlanta Hawks,79,19624,,7:30p,11/9/2004,1,9700
2004,Dallas Mavericks,84,Orlando Magic,94,13155,,7:00p,11/9/2004,1,9701
2004,Philadelphia 76ers,88,New York Knicks,96,19001,,7:30p,11/9/2004,1,9702
2004,Toronto Raptors,104,Utah Jazz,95,19683,,9:00p,11/10/2004,1,9703
2004,Portland Trail Blazers,88,Boston Celtics,90,13341,,7:00p,11/10/2004,1,9704
2004,Los Angeles Clippers,102,Indiana Pacers,68,14657,,7:00p,11/10/2004,1,9705
2004,New Jersey Nets,100,Philadelphia 76ers,108,15678,,7:00p,11/10/2004,1,9706
2004,Orlando Magic,96,Washington Wizards,106,15042,,7:00p,11/10/2004,1,9707
2004,Phoenix Suns,109,Cleveland Cavaliers,114,15190,,8:00p,11/10/2004,1,9708
2004,Los Angeles Lakers,87,Memphis Grizzlies,110,18119,,8:00p,11/10/2004,1,9709
2004,Charlotte Bobcats,100,Milwaukee Bucks,102,17029,,8:00p,11/10/2004,1,9710
2004,Golden State Warriors,71,San Antonio Spurs,91,16826,,8:30p,11/10/2004,1,9711
2004,Sacramento Kings,78,Seattle SuperSonics,108,14355,,10:30p,11/10/2004,1,9712
2004,Detroit Pistons,109,Denver Nuggets,117,18711,,10:30p,11/11/2004,1,9713
2004,Minnesota Timberwolves,96,Houston Rockets,91,15566,,8:30p,11/11/2004,1,9714
2004,Dallas Mavericks,113,Miami Heat,93,19985,,8:00p,11/11/2004,1,9715
2004,Los Angeles Lakers,113,Orlando Magic,122,17283,,7:00p,11/12/2004,1,9716
2004,Indiana Pacers,104,Philadelphia 76ers,106,15729,,7:00p,11/12/2004,1,9717
2004,Charlotte Bobcats,74,Boston Celtics,91,14012,,7:30p,11/12/2004,1,9718
2004,Los Angeles Clippers,96,New York Knicks,110,19763,,7:30p,11/12/2004,1,9719
2004,Golden State Warriors,67,Memphis Grizzlies,96,17086,,8:00p,11/12/2004,1,9720
2004,Atlanta Hawks,96,New Orleans Hornets,95,12069,,8:00p,11/12/2004,1,9721
2004,Miami Heat,84,San Antonio Spurs,93,18797,,8:00p,11/12/2004,1,9722
2004,Toronto Raptors,87,Seattle SuperSonics,88,15702,,10:30p,11/12/2004,1,9723
2004,Toronto Raptors,102,Portland Trail Blazers,105,16362,,10:00p,11/13/2004,1,9724
2004,Detroit Pistons,93,Utah Jazz,108,19911,,9:00p,11/13/2004,1,9725
2004,New Orleans Hornets,91,Milwaukee Bucks,94,16333,,8:30p,11/13/2004,1,9726
2004,Los Angeles Lakers,84,Houston Rockets,79,18181,,8:30p,11/13/2004,1,9727
2004,Los Angeles Clippers,97,Chicago Bulls,96,21764,,8:30p,11/13/2004,1,9728
2004,Sacramento Kings,113,Phoenix Suns,111,18422,,9:00p,11/13/2004,1,9729
2004,Golden State Warriors,103,Charlotte Bobcats,87,12376,,7:00p,11/13/2004,1,9730
2004,San Antonio Spurs,103,Atlanta Hawks,88,11326,,7:00p,11/13/2004,1,9731
2004,Dallas Mavericks,94,New Jersey Nets,78,12975,,1:00p,11/13/2004,1,9732
2004,New York Knicks,97,Indiana Pacers,103,17548,,8:00p,11/13/2004,1,9733
2004,Washington Wizards,74,Cleveland Cavaliers,105,16105,,1:00p,11/13/2004,1,9734
2004,Memphis Grizzlies,113,Seattle SuperSonics,118,12302,,8:00p,11/14/2004,1,9735
2004,Milwaukee Bucks,110,Miami Heat,112,18984,,6:00p,11/14/2004,1,9736
2004,Denver Nuggets,89,Sacramento Kings,101,17317,,9:00p,11/14/2004,1,9737
2004,Dallas Mavericks,122,Washington Wizards,113,15420,,1:00p,11/14/2004,1,9738
2004,Orlando Magic,87,Philadelphia 76ers,96,17457,,2:00p,11/14/2004,1,9739
2004,Golden State Warriors,88,Cleveland Cavaliers,99,20562,,7:00p,11/15/2004,1,9740
2004,Houston Rockets,80,New Jersey Nets,69,13942,,7:30p,11/15/2004,1,9741
2004,Toronto Raptors,89,Los Angeles Clippers,101,14985,,10:30p,11/16/2004,1,9742
2004,Utah Jazz,107,Charlotte Bobcats,105,10412,,7:00p,11/16/2004,1,9743
2004,Seattle SuperSonics,103,Philadelphia 76ers,95,15589,,7:00p,11/16/2004,1,9744
2004,Houston Rockets,84,Atlanta Hawks,88,16595,,7:30p,11/16/2004,1,9745
2004,Miami Heat,97,Minnesota Timberwolves,108,17347,,8:00p,11/16/2004,1,9746
2004,Phoenix Suns,107,Dallas Mavericks,101,20238,,8:30p,11/16/2004,1,9747
2004,New York Knicks,81,San Antonio Spurs,99,17705,,8:30p,11/16/2004,1,9748
2004,Chicago Bulls,106,Sacramento Kings,113,17317,,10:00p,11/16/2004,1,9749
2004,Miami Heat,113,Milwaukee Bucks,106,15891,,9:00p,11/17/2004,1,9750
2004,Memphis Grizzlies,101,Portland Trail Blazers,82,14176,,10:00p,11/17/2004,1,9751
2004,Los Angeles Clippers,89,Los Angeles Lakers,103,18997,,10:30p,11/17/2004,1,9752
2004,Toronto Raptors,106,Denver Nuggets,112,14818,,9:00p,11/17/2004,1,9753
2004,Chicago Bulls,85,Golden State Warriors,98,14866,,10:30p,11/17/2004,1,9754
2004,Phoenix Suns,95,New Orleans Hornets,84,11359,,8:00p,11/17/2004,1,9755
2004,Boston Celtics,105,Washington Wizards,110,14613,,7:00p,11/17/2004,1,9756
2004,Minnesota Timberwolves,85,Detroit Pistons,93,22076,,7:30p,11/17/2004,1,9757
2004,Utah Jazz,92,Orlando Magic,107,13386,,7:00p,11/17/2004,1,9758
2004,Atlanta Hawks,86,Indiana Pacers,93,14632,,7:00p,11/17/2004,1,9759
2004,Seattle SuperSonics,79,New Jersey Nets,68,12127,,7:30p,11/17/2004,1,9760
2004,Cleveland Cavaliers,106,Charlotte Bobcats,89,14706,,7:00p,11/18/2004,1,9761
2004,San Antonio Spurs,88,Philadelphia 76ers,80,16446,,7:00p,11/18/2004,1,9762
2004,New York Knicks,93,Houston Rockets,92,11939,,9:30p,11/18/2004,1,9763
2004,Memphis Grizzlies,105,Sacramento Kings,107,17317,,10:30p,11/19/2004,1,9764
2004,Milwaukee Bucks,98,Portland Trail Blazers,110,15375,,10:00p,11/19/2004,1,9765
2004,Los Angeles Lakers,102,Phoenix Suns,107,18422,,9:00p,11/19/2004,1,9766
2004,New York Knicks,101,Dallas Mavericks,103,19658,,8:30p,11/19/2004,1,9767
2004,Chicago Bulls,81,Denver Nuggets,99,17171,,9:00p,11/19/2004,1,9768
2004,Utah Jazz,105,Miami Heat,107,19735,,7:30p,11/19/2004,1,9769
2004,San Antonio Spurs,92,Boston Celtics,84,15586,,7:30p,11/19/2004,1,9770
2004,Seattle SuperSonics,101,Toronto Raptors,94,16886,,7:00p,11/19/2004,1,9771
2004,Indiana Pacers,97,Detroit Pistons,82,22076,Malice at the Palace,8:00p,11/19/2004,1,9772
2004,Houston Rockets,91,Los Angeles Clippers,86,18255,,3:30p,11/20/2004,1,9773
2004,Utah Jazz,92,Atlanta Hawks,79,11986,,7:00p,11/20/2004,1,9774
2004,Charlotte Bobcats,84,Cleveland Cavaliers,100,18045,,7:30p,11/20/2004,1,9775
2004,Orlando Magic,86,Indiana Pacers,83,17317,,8:00p,11/20/2004,1,9776
2004,Washington Wizards,97,New Jersey Nets,86,14365,,8:00p,11/20/2004,1,9777
2004,Minnesota Timberwolves,99,New Orleans Hornets,94,15632,,8:00p,11/20/2004,1,9778
2004,Memphis Grizzlies,100,Golden State Warriors,87,16164,,10:30p,11/20/2004,1,9779
2004,Houston Rockets,97,Portland Trail Blazers,93,18025,,8:00p,11/21/2004,1,9780
2004,Chicago Bulls,93,Los Angeles Lakers,102,18997,,9:30p,11/21/2004,1,9781
2004,Milwaukee Bucks,79,Sacramento Kings,88,17317,,9:00p,11/21/2004,1,9782
2004,Dallas Mavericks,82,Denver Nuggets,110,15622,,9:00p,11/21/2004,1,9783
2004,Cleveland Cavaliers,88,New York Knicks,98,19763,,7:30p,11/21/2004,1,9784
2004,Phoenix Suns,122,Los Angeles Clippers,111,17077,,3:30p,11/21/2004,1,9785
2004,Charlotte Bobcats,116,Detroit Pistons,117,22076,,6:00p,11/21/2004,1,9786
2004,Seattle SuperSonics,83,Boston Celtics,102,15410,,6:00p,11/21/2004,1,9787
2004,San Antonio Spurs,91,Toronto Raptors,96,17264,,1:00p,11/21/2004,1,9788
2004,Philadelphia 76ers,83,Miami Heat,93,19600,,6:00p,11/21/2004,1,9789
2004,San Antonio Spurs,90,Memphis Grizzlies,93,16127,,8:00p,11/22/2004,1,9790
2004,Minnesota Timberwolves,83,Dallas Mavericks,82,19939,,8:30p,11/22/2004,1,9791
2004,Chicago Bulls,82,Phoenix Suns,100,15285,,9:00p,11/22/2004,1,9792
2004,New Orleans Hornets,76,Utah Jazz,75,19911,,9:00p,11/22/2004,1,9793
2004,Milwaukee Bucks,96,Los Angeles Lakers,100,18215,,10:30p,11/23/2004,1,9794
2004,Houston Rockets,96,Sacramento Kings,102,17317,,10:00p,11/23/2004,1,9795
2004,New Jersey Nets,88,Denver Nuggets,90,13448,,9:00p,11/23/2004,1,9796
2004,Seattle SuperSonics,103,Minnesota Timberwolves,92,16129,,8:00p,11/23/2004,1,9797
2004,Atlanta Hawks,88,New York Knicks,104,17952,,7:30p,11/23/2004,1,9798
2004,New Orleans Hornets,109,Golden State Warriors,115,15362,,10:30p,11/23/2004,1,9799
2004,Toronto Raptors,86,Washington Wizards,102,14541,,7:00p,11/23/2004,1,9800
2004,Boston Celtics,96,Indiana Pacers,106,17135,,7:00p,11/23/2004,1,9801
2004,Detroit Pistons,89,Charlotte Bobcats,91,13394,,7:00p,11/23/2004,1,9802
2004,Portland Trail Blazers,99,Miami Heat,87,19065,,7:30p,11/23/2004,1,9803
2004,Chicago Bulls,101,Utah Jazz,99,18563,,9:00p,11/24/2004,1,9804
2004,Milwaukee Bucks,104,Phoenix Suns,111,15088,,9:00p,11/24/2004,1,9805
2004,Dallas Mavericks,80,San Antonio Spurs,94,18797,,8:30p,11/24/2004,1,9806
2004,Miami Heat,99,Atlanta Hawks,93,14590,,7:30p,11/24/2004,1,9807
2004,Seattle SuperSonics,93,Memphis Grizzlies,84,15542,,8:00p,11/24/2004,1,9808
2004,Boston Celtics,97,Philadelphia 76ers,110,14901,,7:00p,11/24/2004,1,9809
2004,Portland Trail Blazers,89,Orlando Magic,83,13438,,7:00p,11/24/2004,1,9810
2004,Detroit Pistons,76,Cleveland Cavaliers,92,19192,,7:00p,11/24/2004,1,9811
2004,New York Knicks,91,Toronto Raptors,114,18192,,7:00p,11/24/2004,1,9812
2004,Minnesota Timberwolves,102,Indiana Pacers,106,17149,,8:00p,11/25/2004,1,9813
2004,New Jersey Nets,88,Los Angeles Clippers,101,12629,,10:30p,11/25/2004,1,9814
2004,New Jersey Nets,79,Seattle SuperSonics,92,17072,,10:30p,11/26/2004,1,9815
2004,Sacramento Kings,109,Los Angeles Lakers,106,18997,,10:30p,11/26/2004,1,9816
2004,Los Angeles Clippers,98,Golden State Warriors,87,16564,,10:30p,11/26/2004,1,9817
2004,Houston Rockets,80,Utah Jazz,90,19519,,9:00p,11/26/2004,1,9818
2004,New Orleans Hornets,86,Phoenix Suns,95,17986,,9:00p,11/26/2004,1,9819
2004,Memphis Grizzlies,90,Minnesota Timberwolves,115,17985,,8:00p,11/26/2004,1,9820
2004,San Antonio Spurs,89,Denver Nuggets,75,19099,,9:00p,11/26/2004,1,9821
2004,Miami Heat,77,Detroit Pistons,78,22076,,8:00p,11/26/2004,1,9822
2004,Cleveland Cavaliers,98,Boston Celtics,96,18624,,7:30p,11/26/2004,1,9823
2004,Orlando Magic,117,Atlanta Hawks,99,10947,,7:30p,11/26/2004,1,9824
2004,Washington Wizards,114,Philadelphia 76ers,116,17516,,1:00p,11/26/2004,1,9825
2004,Portland Trail Blazers,83,Dallas Mavericks,92,20179,,1:00p,11/26/2004,1,9826
2004,Charlotte Bobcats,77,Indiana Pacers,82,17441,,8:00p,11/26/2004,1,9827
2004,Detroit Pistons,90,Milwaukee Bucks,96,16824,,9:00p,11/27/2004,1,9828
2004,Utah Jazz,76,San Antonio Spurs,109,17543,,8:30p,11/27/2004,1,9829
2004,Denver Nuggets,82,Houston Rockets,76,18145,,8:30p,11/27/2004,1,9830
2004,Dallas Mavericks,98,Memphis Grizzlies,85,18119,,8:00p,11/27/2004,1,9831
2004,Atlanta Hawks,92,Charlotte Bobcats,107,13695,,7:00p,11/27/2004,1,9832
2004,Philadelphia 76ers,99,Orlando Magic,105,16889,,7:00p,11/27/2004,1,9833
2004,Toronto Raptors,102,New York Knicks,108,19763,,1:00p,11/27/2004,1,9834
2004,Chicago Bulls,74,Cleveland Cavaliers,96,19763,,7:30p,11/27/2004,1,9835
2004,Indiana Pacers,95,Seattle SuperSonics,103,14808,,9:00p,11/28/2004,1,9836
2004,New Orleans Hornets,76,Los Angeles Lakers,89,18997,,9:30p,11/28/2004,1,9837
2004,New Jersey Nets,71,Portland Trail Blazers,83,14263,,6:00p,11/28/2004,1,9838
2004,Minnesota Timberwolves,121,Sacramento Kings,110,17317,,9:00p,11/28/2004,1,9839
2004,Golden State Warriors,91,Los Angeles Clippers,103,14567,,3:30p,11/28/2004,1,9840
2004,Washington Wizards,114,Toronto Raptors,109,16121,,3:00p,11/28/2004,1,9841
2004,Boston Celtics,104,Miami Heat,106,19600,,6:00p,11/28/2004,1,9842
2004,Boston Celtics,117,Orlando Magic,101,12124,,7:00p,11/29/2004,1,9843
2004,New Orleans Hornets,67,Denver Nuggets,76,13119,,9:00p,11/29/2004,1,9844
2004,Cleveland Cavaliers,82,Los Angeles Clippers,94,16465,,10:30p,11/29/2004,1,9845
2004,Seattle SuperSonics,94,Portland Trail Blazers,100,15128,,10:00p,11/30/2004,1,9846
2004,Phoenix Suns,115,Utah Jazz,102,17336,,9:00p,11/30/2004,1,9847
2004,Detroit Pistons,93,Houston Rockets,72,15330,,8:30p,11/30/2004,1,9848
2004,San Antonio Spurs,107,Dallas Mavericks,89,19455,,8:30p,11/30/2004,1,9849
2004,Los Angeles Lakers,95,Milwaukee Bucks,90,14975,,8:00p,11/30/2004,1,9850
2004,Sacramento Kings,98,Memphis Grizzlies,93,14192,,8:00p,11/30/2004,1,9851
2004,Toronto Raptors,94,Miami Heat,92,18993,,7:30p,11/30/2004,1,9852
2004,New York Knicks,110,Atlanta Hawks,109,10879,,7:30p,11/30/2004,1,9853
2004,Charlotte Bobcats,86,New Jersey Nets,99,11921,,7:30p,11/30/2004,1,9854
2004,Philadelphia 76ers,72,San Antonio Spurs,105,17566,,8:30p,12/1/2004,1,9855
2004,Indiana Pacers,76,Los Angeles Clippers,88,13587,,10:30p,12/1/2004,1,9856
