playerName,seasonStartYear,salary,inflationAdjSalary
Admiral Schofield,2019,1000000,1060719
David Nwaba,2019,903111,957947
Javonte Green,2019,898310,952855
Nicolas Claxton,2019,898310,952855
Jalen McDaniels,2019,898310,952855
Caleb Martin,2019,898310,952855
Daniel Gafford,2019,898310,952855
Vlatko Cancar,2019,898310,952855
Alen Smailagic,2019,898310,952855
Eric Paschall,2019,898310,952855
Talen Horton-Tucker,2019,898310,952855
KZ Okpala,2019,898310,952855
Naz Reid,2019,898310,952855
Ignas Brazdeikis,2019,898310,952855
Jalen Lecque,2019,898310,952855
DaQuan Jeffries,2019,898310,952855
Justin James,2019,898310,952855
Matt Thomas,2019,898310,952855
Terence Davis,2019,898310,952855
Dewan Hernandez,2019,898310,952855
Miye Oni,2019,898310,952855
Damion Lee,2019,842327,893473
Jeff Green,2019,840427,891457
Timothe Luwawu,2019,837583,888441
Juwan Morgan,2019,746054,791354
Gary Clark,2019,718765,762408
Marvin Williams,2019,604278,640969
Michael Kidd-Gilchrist,2019,595122,631257
Rayjon Tucker,2019,578573,613703
Chris Clemons,2019,563346,597552
Brandon Goodwin,2019,522738,554478
Reggie Jackson,2019,512721,543853
Justin Patton,2019,483115,512449
Anzejs Pasecniks,2019,482144,511419
Chris Silva,2019,466918,495269
Troy Daniels,2019,458439,486275
Anthony Tolliver,2019,434704,461099
Joakim Noah,2019,381360,404516
Dion Waiters,2019,375385,398178
Dean Wade,2019,375000,397769
Ky Bowman,2019,350189,371452
Juan Toscano-Anderson,2019,350189,371452
Norvel Pelle,2019,350189,371452
Jamal Crawford,2019,289803,307399
Jordan Bell,2019,250000,265179
Tyler Zeller,2019,245686,260604
Trey Burke,2019,229220,243138
Jontay Porter,2019,197933,209951
Cameron Payne,2019,196288,208206
Jerian Grant,2019,196288,208206
Dragan Bender,2019,189700,201218
Mychal Mulder,2019,187782,199184
Tyler Johnson,2019,183115,194233
PJ Dozier,2019,183115,194233
Sindarius Thornwell,2019,183115,194233
Corey Brewer,2019,183115,194233
Joe Chealey,2019,163356,173274
Jaylen Adams,2019,163356,173274
Johnathan Williams,2019,161245,171035
Luguentz Dort,2019,155647,165097
Oshae Brissett,2019,129568,137435
JP Macura,2019,106181,112628
Donta Hall,2019,101504,107667
Sheldon Mac,2019,91557,97116
Chasson Randle,2019,91557,97116
Jonah Bolden,2019,89846,95301
Derrick Walton,2019,81678,86637
Charlie Brown,2019,79568,84399
Tacko Fall,2019,79568,84399
Tremont Waters,2019,79568,84399
Jeremiah Martin,2019,79568,84399
Chris Chiozza,2019,79568,84399
Raymond Spalding,2019,79568,84399
Kobi Simmons,2019,79568,84399
Max Strus,2019,79568,84399
Adam Mokoka,2019,79568,84399
Matt Mooney,2019,79568,84399
Josh Reaves,2019,79568,84399
Antonius Cleveland,2019,79568,84399
Bol Bol,2019,79568,84399
Tyler Cook,2019,79568,84399
Jordan Bone,2019,79568,84399
Louis King,2019,79568,84399
Michael Frazier,2019,79568,84399
William Howard,2019,79568,84399
Naz Long,2019,79568,84399
Brian Bowen,2019,79568,84399
Johnathan Motley,2019,79568,84399
Amir Coffey,2019,79568,84399
Devontae Cacok,2019,79568,84399
Kostas Antetokounmpo,2019,79568,84399
John Konchar,2019,79568,84399
Yuta Watanabe,2019,79568,84399
Kyle Alexander,2019,79568,84399
Gabe Vincent,2019,79568,84399
Cam Reynolds,2019,79568,84399
Frank Mason,2019,79568,84399
Kelan Martin,2019,79568,84399
Jordan McLaughlin,2019,79568,84399
Zylan Cheatham,2019,79568,84399
Josh Gray,2019,79568,84399
Kenny Wooten,2019,79568,84399
Jared Harper,2019,79568,84399
Kevin Hervey,2019,79568,84399
Vic Law,2019,79568,84399
BJ Johnson,2019,79568,84399
Marial Shayok,2019,79568,84399
Tariq Owens,2019,79568,84399
Moses Brown,2019,79568,84399
Jaylen Hoard,2019,79568,84399
Kyle Guy,2019,79568,84399
Drew Eubanks,2019,79568,84399
Quinndary Weatherspoon,2019,79568,84399
Paul Watson,2019,79568,84399
Jarrell Brantley,2019,79568,84399
Justin Wright-Foreman,2019,79568,84399
Garrison Mathews,2019,79568,84399
Malik Newman,2019,65978,69984
