playerName,teamName,game_id,FG,3P,FT,TRB,AST,STL,BLK,PTS,opponent
"Aaron Gordon","Orlando Magic",29136,4,0,2,7,3,2,0,10,"Atlanta Hawks"
"Aaron Gordon","Orlando Magic",29906,10,2,4,9,4,0,1,26,"Atlanta Hawks"
"Aaron Gordon","Orlando Magic",29975,9,3,4,10,6,1,3,25,"Atlanta Hawks"
"Aaron Gordon","Orlando Magic",29784,4,0,4,4,2,0,0,12,"Boston Celtics"
"Aaron Gordon","Orlando Magic",29869,7,1,8,10,4,2,1,23,"Boston Celtics"
"Aaron Gordon","Orlando Magic",29649,5,0,1,14,1,2,0,11,"Brooklyn Nets"
"Aaron Gordon","Orlando Magic",29962,11,3,2,10,4,1,2,27,"Brooklyn Nets"
"Aaron Gordon","Orlando Magic",30084,2,0,6,11,2,0,0,10,"Brooklyn Nets"
"Aaron Gordon","Orlando Magic",29755,3,0,0,6,7,1,0,6,"Charlotte Hornets"
"Aaron Gordon","Orlando Magic",29854,6,2,2,12,5,2,0,16,"Charlotte Hornets"
"Aaron Gordon","Orlando Magic",29558,6,1,3,11,4,1,3,16,"Chicago Bulls"
"Aaron Gordon","Orlando Magic",29117,2,1,4,2,3,2,1,9,"Cleveland Cavaliers"
"Aaron Gordon","Orlando Magic",29434,6,0,2,5,2,1,1,14,"Cleveland Cavaliers"
"Aaron Gordon","Orlando Magic",29212,10,1,2,4,1,2,0,23,"Dallas Mavericks"
"Aaron Gordon","Orlando Magic",29933,4,0,2,12,7,2,1,10,"Dallas Mavericks"
"Aaron Gordon","Orlando Magic",29188,9,1,2,9,3,0,0,21,"Denver Nuggets"
"Aaron Gordon","Orlando Magic",29516,4,1,0,7,3,1,1,9,"Denver Nuggets"
"Aaron Gordon","Orlando Magic",29922,8,3,6,9,9,1,1,25,"Detroit Pistons"
"Aaron Gordon","Orlando Magic",29393,2,1,3,7,4,0,0,8,"Golden State Warriors"
"Aaron Gordon","Orlando Magic",29737,4,1,2,3,3,1,0,11,"Golden State Warriors"
"Aaron Gordon","Orlando Magic",29481,9,2,1,6,4,0,0,21,"Houston Rockets"
"Aaron Gordon","Orlando Magic",30054,7,1,4,10,4,3,2,19,"Houston Rockets"
"Aaron Gordon","Orlando Magic",29245,5,2,1,2,3,0,1,13,"Indiana Pacers"
"Aaron Gordon","Orlando Magic",29725,8,4,0,0,5,0,0,20,"Los Angeles Clippers"
"Aaron Gordon","Orlando Magic",29793,3,1,3,10,5,1,0,10,"Los Angeles Clippers"
"Aaron Gordon","Orlando Magic",29470,5,1,3,14,4,1,1,14,"Los Angeles Lakers"
"Aaron Gordon","Orlando Magic",29711,7,1,6,6,3,2,0,21,"Los Angeles Lakers"
"Aaron Gordon","Orlando Magic",29230,7,0,3,4,2,1,0,17,"Memphis Grizzlies"
"Aaron Gordon","Orlando Magic",30073,3,0,2,7,9,1,1,8,"Memphis Grizzlies"
"Aaron Gordon","Orlando Magic",29627,7,1,1,8,3,0,0,16,"Miami Heat"
"Aaron Gordon","Orlando Magic",29801,6,1,0,7,0,0,1,13,"Miami Heat"
"Aaron Gordon","Orlando Magic",29835,9,4,2,5,1,2,0,24,"Miami Heat"
"Aaron Gordon","Orlando Magic",30031,5,0,1,6,9,2,0,11,"Miami Heat"
"Aaron Gordon","Orlando Magic",29181,3,2,3,4,3,0,0,11,"Milwaukee Bucks"
"Aaron Gordon","Orlando Magic",29458,3,1,3,13,2,1,1,10,"Milwaukee Bucks"
"Aaron Gordon","Orlando Magic",29584,2,1,0,2,0,0,2,5,"Milwaukee Bucks"
"Aaron Gordon","Orlando Magic",29891,2,0,3,9,5,1,0,7,"Milwaukee Bucks"
"Aaron Gordon","Orlando Magic",29991,6,1,4,11,12,0,2,17,"Minnesota Timberwolves"
"Aaron Gordon","Orlando Magic",30041,6,0,3,10,4,1,1,15,"Minnesota Timberwolves"
"Aaron Gordon","Orlando Magic",29495,3,1,2,4,2,1,0,9,"New Orleans Pelicans"
"Aaron Gordon","Orlando Magic",29170,6,3,0,11,1,1,1,15,"New York Knicks"
"Aaron Gordon","Orlando Magic",29874,7,2,0,4,5,1,0,16,"New York Knicks"
"Aaron Gordon","Orlando Magic",29209,6,0,3,7,3,0,0,15,"Oklahoma City Thunder"
"Aaron Gordon","Orlando Magic",29762,6,2,0,8,3,1,0,14,"Oklahoma City Thunder"
"Aaron Gordon","Orlando Magic",29262,4,3,7,13,7,1,1,18,"Philadelphia 76ers"
"Aaron Gordon","Orlando Magic",29573,7,1,4,11,3,0,1,19,"Philadelphia 76ers"
"Aaron Gordon","Orlando Magic",29422,13,5,1,5,5,1,0,32,"Phoenix Suns"
"Aaron Gordon","Orlando Magic",29528,4,0,3,11,4,0,1,11,"Portland Trail Blazers"
"Aaron Gordon","Orlando Magic",29700,8,1,2,9,2,0,1,19,"Sacramento Kings"
"Aaron Gordon","Orlando Magic",29274,4,1,5,8,4,0,1,14,"San Antonio Spurs"
"Aaron Gordon","Orlando Magic",29993,2,0,3,6,6,1,0,7,"San Antonio Spurs"
"Aaron Gordon","Orlando Magic",29152,1,0,0,5,5,0,2,2,"Toronto Raptors"
"Aaron Gordon","Orlando Magic",29319,1,0,0,2,0,0,0,2,"Toronto Raptors"
"Aaron Gordon","Orlando Magic",29383,2,1,3,8,2,2,1,8,"Toronto Raptors"
"Aaron Gordon","Orlando Magic",29512,3,0,0,5,2,0,0,6,"Utah Jazz"
"Aaron Gordon","Orlando Magic",29638,4,1,2,12,2,2,0,11,"Utah Jazz"
"Aaron Gordon","Orlando Magic",29293,5,1,2,9,2,0,0,13,"Washington Wizards"
"Aaron Gordon","Orlando Magic",29410,7,2,2,11,2,0,0,18,"Washington Wizards"
"Aaron Gordon","Orlando Magic",29669,4,0,2,7,2,1,0,10,"Washington Wizards"
"Aaron Holiday","Indiana Pacers",29380,2,0,0,3,0,1,0,4,"Atlanta Hawks"
"Aaron Holiday","Indiana Pacers",29483,5,1,2,2,0,2,0,13,"Atlanta Hawks"
"Aaron Holiday","Indiana Pacers",29637,5,1,5,4,6,1,1,16,"Atlanta Hawks"
"Aaron Holiday","Indiana Pacers",29471,8,2,0,3,1,1,0,18,"Boston Celtics"
"Aaron Holiday","Indiana Pacers",30072,2,0,0,2,4,1,0,4,"Boston Celtics"
"Aaron Holiday","Indiana Pacers",29167,1,1,0,1,2,0,0,3,"Brooklyn Nets"
"Aaron Holiday","Indiana Pacers",29303,10,4,0,6,13,0,0,24,"Brooklyn Nets"
"Aaron Holiday","Indiana Pacers",29907,0,0,0,0,0,0,0,0,"Brooklyn Nets"
"Aaron Holiday","Indiana Pacers",29204,2,2,0,4,4,0,1,6,"Charlotte Hornets"
"Aaron Holiday","Indiana Pacers",29496,6,2,9,6,2,0,0,23,"Charlotte Hornets"
"Aaron Holiday","Indiana Pacers",29648,1,1,0,2,5,2,0,3,"Charlotte Hornets"
"Aaron Holiday","Indiana Pacers",29963,3,1,2,3,3,1,0,9,"Charlotte Hornets"
"Aaron Holiday","Indiana Pacers",29193,3,2,1,2,2,1,0,9,"Chicago Bulls"
"Aaron Holiday","Indiana Pacers",29683,8,2,1,3,8,0,0,19,"Chicago Bulls"
"Aaron Holiday","Indiana Pacers",29814,0,0,0,0,0,0,0,0,"Chicago Bulls"
"Aaron Holiday","Indiana Pacers",30040,2,0,5,3,4,2,1,9,"Chicago Bulls"
"Aaron Holiday","Indiana Pacers",29140,0,0,0,0,0,0,0,0,"Cleveland Cavaliers"
"Aaron Holiday","Indiana Pacers",29183,0,0,0,0,1,2,0,0,"Cleveland Cavaliers"
"Aaron Holiday","Indiana Pacers",29996,1,1,0,0,2,0,1,3,"Cleveland Cavaliers"
"Aaron Holiday","Indiana Pacers",29853,3,1,0,2,4,1,0,7,"Dallas Mavericks"
"Aaron Holiday","Indiana Pacers",30055,3,1,0,1,2,1,0,7,"Dallas Mavericks"
"Aaron Holiday","Indiana Pacers",29617,3,0,0,0,10,0,0,6,"Denver Nuggets"
"Aaron Holiday","Indiana Pacers",29745,0,0,0,1,1,0,1,0,"Denver Nuggets"
"Aaron Holiday","Indiana Pacers",29116,0,0,0,1,2,1,0,0,"Detroit Pistons"
"Aaron Holiday","Indiana Pacers",29154,0,0,0,0,0,0,0,0,"Detroit Pistons"
"Aaron Holiday","Indiana Pacers",29231,2,0,2,6,5,2,0,6,"Detroit Pistons"
"Aaron Holiday","Indiana Pacers",29433,3,2,0,0,0,0,0,8,"Detroit Pistons"
"Aaron Holiday","Indiana Pacers",29777,4,4,0,2,7,1,1,12,"Golden State Warriors"
"Aaron Holiday","Indiana Pacers",29275,4,2,2,4,5,1,0,12,"Houston Rockets"
"Aaron Holiday","Indiana Pacers",29457,1,0,2,3,2,1,0,4,"Los Angeles Clippers"
"Aaron Holiday","Indiana Pacers",29509,4,2,1,2,4,0,0,11,"Los Angeles Lakers"
"Aaron Holiday","Indiana Pacers",29354,6,4,0,3,1,2,0,16,"Memphis Grizzlies"
"Aaron Holiday","Indiana Pacers",29403,4,3,0,1,2,0,1,11,"Memphis Grizzlies"
"Aaron Holiday","Indiana Pacers",29578,7,1,2,3,9,0,0,17,"Miami Heat"
"Aaron Holiday","Indiana Pacers",29666,5,1,3,0,5,0,1,14,"Miami Heat"
"Aaron Holiday","Indiana Pacers",29286,5,1,0,4,5,3,0,11,"Milwaukee Bucks"
"Aaron Holiday","Indiana Pacers",29547,5,1,0,2,3,2,0,11,"Milwaukee Bucks"
"Aaron Holiday","Indiana Pacers",29919,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Aaron Holiday","Indiana Pacers",30029,2,0,1,5,1,2,0,5,"Milwaukee Bucks"
"Aaron Holiday","Indiana Pacers",29715,0,0,0,0,1,0,0,0,"Minnesota Timberwolves"
"Aaron Holiday","Indiana Pacers",29730,5,1,2,3,2,0,1,13,"Minnesota Timberwolves"
"Aaron Holiday","Indiana Pacers",29589,7,4,7,2,2,1,0,25,"New Orleans Pelicans"
"Aaron Holiday","Indiana Pacers",29888,1,0,0,0,2,0,0,2,"New Orleans Pelicans"
"Aaron Holiday","Indiana Pacers",29438,4,2,2,4,5,0,0,12,"New York Knicks"
"Aaron Holiday","Indiana Pacers",29834,0,0,0,0,0,0,0,0,"New York Knicks"
"Aaron Holiday","Indiana Pacers",29935,0,0,0,0,0,0,0,0,"New York Knicks"
"Aaron Holiday","Indiana Pacers",29258,6,2,3,4,4,1,0,17,"Oklahoma City Thunder"
"Aaron Holiday","Indiana Pacers",29415,0,0,0,2,0,0,0,0,"Oklahoma City Thunder"
"Aaron Holiday","Indiana Pacers",29245,4,3,0,1,3,1,0,11,"Orlando Magic"
"Aaron Holiday","Indiana Pacers",29338,6,1,0,4,4,1,0,13,"Orlando Magic"
"Aaron Holiday","Indiana Pacers",29388,2,0,0,0,0,0,0,4,"Philadelphia 76ers"
"Aaron Holiday","Indiana Pacers",29607,2,1,0,5,7,0,2,5,"Philadelphia 76ers"
"Aaron Holiday","Indiana Pacers",29703,1,1,0,1,4,2,0,3,"Philadelphia 76ers"
"Aaron Holiday","Indiana Pacers",29769,3,1,0,2,2,1,0,7,"Phoenix Suns"
"Aaron Holiday","Indiana Pacers",29792,7,3,0,1,4,0,0,17,"Portland Trail Blazers"
"Aaron Holiday","Indiana Pacers",29980,1,0,4,3,0,1,0,6,"Portland Trail Blazers"
"Aaron Holiday","Indiana Pacers",29535,3,3,2,2,4,2,0,11,"Sacramento Kings"
"Aaron Holiday","Indiana Pacers",30008,2,2,0,3,3,1,0,6,"San Antonio Spurs"
"Aaron Holiday","Indiana Pacers",29551,7,5,0,1,10,1,1,19,"Toronto Raptors"
"Aaron Holiday","Indiana Pacers",29865,2,1,0,2,2,0,1,5,"Toronto Raptors"
"Aaron Holiday","Indiana Pacers",29878,1,1,0,1,1,0,0,3,"Toronto Raptors"
"Aaron Holiday","Indiana Pacers",29950,5,1,3,4,6,1,0,14,"Toronto Raptors"
"Aaron Holiday","Indiana Pacers",29369,1,0,0,1,0,1,0,2,"Utah Jazz"
"Aaron Holiday","Indiana Pacers",29750,5,2,0,0,1,0,0,12,"Utah Jazz"
"Aaron Holiday","Indiana Pacers",29218,7,3,1,2,1,0,0,18,"Washington Wizards"
"Abdel Nader","Oklahoma City Thunder",29892,0,0,2,1,0,0,0,2,"Boston Celtics"
"Abdel Nader","Oklahoma City Thunder",30058,2,2,0,3,0,0,4,6,"Boston Celtics"
"Abdel Nader","Oklahoma City Thunder",29657,3,1,0,0,1,2,0,7,"Brooklyn Nets"
"Abdel Nader","Oklahoma City Thunder",29576,1,0,0,1,1,0,1,2,"Charlotte Hornets"
"Abdel Nader","Oklahoma City Thunder",29502,1,0,0,1,1,0,1,2,"Chicago Bulls"
"Abdel Nader","Oklahoma City Thunder",29965,2,2,0,6,1,1,1,6,"Chicago Bulls"
"Abdel Nader","Oklahoma City Thunder",29636,1,1,0,0,0,0,0,3,"Cleveland Cavaliers"
"Abdel Nader","Oklahoma City Thunder",29863,1,1,2,0,0,2,1,5,"Cleveland Cavaliers"
"Abdel Nader","Oklahoma City Thunder",29604,1,0,0,0,0,0,1,2,"Dallas Mavericks"
"Abdel Nader","Oklahoma City Thunder",29489,5,1,3,1,2,1,0,14,"Denver Nuggets"
"Abdel Nader","Oklahoma City Thunder",29938,2,1,2,1,0,0,0,7,"Denver Nuggets"
"Abdel Nader","Oklahoma City Thunder",29879,0,0,0,1,0,0,0,0,"Detroit Pistons"
"Abdel Nader","Oklahoma City Thunder",30026,2,1,0,3,2,0,0,5,"Detroit Pistons"
"Abdel Nader","Oklahoma City Thunder",29143,1,1,0,2,1,0,0,3,"Golden State Warriors"
"Abdel Nader","Oklahoma City Thunder",29238,0,0,0,0,0,0,0,0,"Golden State Warriors"
"Abdel Nader","Oklahoma City Thunder",29348,1,0,0,1,1,1,0,2,"Golden State Warriors"
"Abdel Nader","Oklahoma City Thunder",29156,1,1,0,1,0,0,0,3,"Houston Rockets"
"Abdel Nader","Oklahoma City Thunder",29672,1,0,0,1,3,0,0,2,"Houston Rockets"
"Abdel Nader","Oklahoma City Thunder",29258,2,0,2,3,2,0,1,6,"Indiana Pacers"
"Abdel Nader","Oklahoma City Thunder",29415,3,1,0,2,0,0,1,7,"Indiana Pacers"
"Abdel Nader","Oklahoma City Thunder",29297,3,1,1,3,0,1,0,8,"Los Angeles Clippers"
"Abdel Nader","Oklahoma City Thunder",29549,4,0,1,0,2,0,1,9,"Los Angeles Clippers"
"Abdel Nader","Oklahoma City Thunder",30018,2,0,1,6,2,1,2,5,"Los Angeles Clippers"
"Abdel Nader","Oklahoma City Thunder",29308,1,1,2,1,0,0,1,5,"Los Angeles Lakers"
"Abdel Nader","Oklahoma City Thunder",29327,0,0,0,0,0,0,0,0,"Los Angeles Lakers"
"Abdel Nader","Oklahoma City Thunder",29686,4,0,0,3,1,0,0,8,"Los Angeles Lakers"
"Abdel Nader","Oklahoma City Thunder",29519,3,1,0,0,1,1,0,7,"Memphis Grizzlies"
"Abdel Nader","Oklahoma City Thunder",29569,2,2,0,2,1,0,0,6,"Memphis Grizzlies"
"Abdel Nader","Oklahoma City Thunder",29242,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Abdel Nader","Oklahoma City Thunder",29992,2,0,5,2,2,1,1,9,"Milwaukee Bucks"
"Abdel Nader","Oklahoma City Thunder",29429,1,0,4,2,0,0,1,6,"Minnesota Timberwolves"
"Abdel Nader","Oklahoma City Thunder",29701,0,0,2,1,1,0,0,2,"Minnesota Timberwolves"
"Abdel Nader","Oklahoma City Thunder",29790,0,0,0,0,0,0,0,0,"Minnesota Timberwolves"
"Abdel Nader","Oklahoma City Thunder",29191,1,1,1,3,0,0,0,4,"New Orleans Pelicans"
"Abdel Nader","Oklahoma City Thunder",29379,7,4,1,3,2,0,0,19,"New Orleans Pelicans"
"Abdel Nader","Oklahoma City Thunder",29394,2,0,0,0,1,0,0,4,"New Orleans Pelicans"
"Abdel Nader","Oklahoma City Thunder",29925,3,0,2,4,1,2,0,8,"New Orleans Pelicans"
"Abdel Nader","Oklahoma City Thunder",30042,3,1,2,3,1,1,0,9,"New York Knicks"
"Abdel Nader","Oklahoma City Thunder",29209,0,0,0,0,0,0,0,0,"Orlando Magic"
"Abdel Nader","Oklahoma City Thunder",29278,1,0,1,1,0,1,1,3,"Philadelphia 76ers"
"Abdel Nader","Oklahoma City Thunder",29650,0,0,0,0,0,0,0,0,"Philadelphia 76ers"
"Abdel Nader","Oklahoma City Thunder",29536,1,1,0,3,0,1,0,3,"Phoenix Suns"
"Abdel Nader","Oklahoma City Thunder",29828,1,0,0,0,0,0,1,2,"Phoenix Suns"
"Abdel Nader","Oklahoma City Thunder",29165,0,0,0,0,0,0,0,0,"Portland Trail Blazers"
"Abdel Nader","Oklahoma City Thunder",29361,7,3,6,2,1,0,0,23,"Portland Trail Blazers"
"Abdel Nader","Oklahoma City Thunder",29442,2,1,2,2,0,0,0,7,"Portland Trail Blazers"
"Abdel Nader","Oklahoma City Thunder",29464,5,5,0,4,0,1,0,15,"Sacramento Kings"
"Abdel Nader","Oklahoma City Thunder",29819,0,0,0,0,0,0,0,0,"Sacramento Kings"
"Abdel Nader","Oklahoma City Thunder",29981,2,1,2,2,1,0,0,7,"Sacramento Kings"
"Abdel Nader","Oklahoma City Thunder",29220,0,0,0,0,0,0,0,0,"San Antonio Spurs"
"Abdel Nader","Oklahoma City Thunder",29622,0,0,0,0,0,0,0,0,"San Antonio Spurs"
"Abdel Nader","Oklahoma City Thunder",29911,3,0,2,4,0,1,0,8,"San Antonio Spurs"
"Abdel Nader","Oklahoma City Thunder",29952,4,2,0,3,1,0,0,10,"San Antonio Spurs"
"Abdel Nader","Oklahoma City Thunder",29595,1,0,2,4,1,0,0,4,"Toronto Raptors"
"Abdel Nader","Oklahoma City Thunder",29110,0,0,0,0,0,0,0,0,"Utah Jazz"
"Abdel Nader","Oklahoma City Thunder",29453,4,2,0,3,1,2,1,10,"Utah Jazz"
"Abdel Nader","Oklahoma City Thunder",29130,1,0,0,1,0,0,0,2,"Washington Wizards"
"Adam Mokoka","Chicago Bulls",29588,0,0,0,2,0,0,0,0,"Atlanta Hawks"
"Adam Mokoka","Chicago Bulls",29832,0,0,0,0,0,1,0,0,"Brooklyn Nets"
"Adam Mokoka","Chicago Bulls",30010,2,0,0,0,0,1,0,4,"Dallas Mavericks"
"Adam Mokoka","Chicago Bulls",29814,0,0,0,0,0,0,0,0,"Indiana Pacers"
"Adam Mokoka","Chicago Bulls",29598,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Adam Mokoka","Chicago Bulls",29757,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Adam Mokoka","Chicago Bulls",29767,0,0,0,0,0,0,0,0,"Minnesota Timberwolves"
"Adam Mokoka","Chicago Bulls",29871,6,3,0,0,0,0,0,15,"New Orleans Pelicans"
"Adam Mokoka","Chicago Bulls",30000,2,2,2,1,1,1,0,8,"New York Knicks"
"Adam Mokoka","Chicago Bulls",29965,1,1,0,2,0,0,0,3,"Oklahoma City Thunder"
"Adam Mokoka","Chicago Bulls",29894,0,0,0,0,0,0,0,0,"Philadelphia 76ers"
"Adam Mokoka","Chicago Bulls",29941,1,0,0,1,1,1,0,2,"Phoenix Suns"
"Adam Mokoka","Chicago Bulls",29782,0,0,0,0,0,0,0,0,"Sacramento Kings"
"Adam Mokoka","Chicago Bulls",29802,0,0,0,0,0,0,0,0,"San Antonio Spurs"
"Adam Mokoka","Chicago Bulls",29843,0,0,0,2,0,0,0,0,"Toronto Raptors"
"Adam Mokoka","Chicago Bulls",29619,0,0,0,0,0,0,0,0,"Utah Jazz"
"Adam Mokoka","Chicago Bulls",29909,0,0,0,0,0,0,0,0,"Washington Wizards"
"Adam Mokoka","Chicago Bulls",29951,0,0,0,2,2,0,0,0,"Washington Wizards"
"Admiral Schofield","Washington Wizards",29682,1,1,0,0,0,0,0,3,"Atlanta Hawks"
"Admiral Schofield","Washington Wizards",29651,0,0,0,0,0,0,0,0,"Boston Celtics"
"Admiral Schofield","Washington Wizards",29459,0,0,0,0,0,0,0,0,"Charlotte Hornets"
"Admiral Schofield","Washington Wizards",29824,0,0,0,1,0,1,0,0,"Charlotte Hornets"
"Admiral Schofield","Washington Wizards",29518,2,1,0,4,2,3,1,5,"Chicago Bulls"
"Admiral Schofield","Washington Wizards",29229,0,0,0,0,0,0,0,0,"Cleveland Cavaliers"
"Admiral Schofield","Washington Wizards",29114,0,0,0,0,1,0,0,0,"Dallas Mavericks"
"Admiral Schofield","Washington Wizards",29876,0,0,0,0,0,0,0,0,"Dallas Mavericks"
"Admiral Schofield","Washington Wizards",29634,0,0,0,0,0,0,0,0,"Denver Nuggets"
"Admiral Schofield","Washington Wizards",29203,0,0,0,1,0,0,0,0,"Detroit Pistons"
"Admiral Schofield","Washington Wizards",29506,4,1,0,2,1,0,0,9,"Detroit Pistons"
"Admiral Schofield","Washington Wizards",29570,0,0,0,3,0,0,0,0,"Detroit Pistons"
"Admiral Schofield","Washington Wizards",29748,0,0,0,0,0,0,0,0,"Detroit Pistons"
"Admiral Schofield","Washington Wizards",29449,0,0,0,2,0,0,0,0,"Los Angeles Clippers"
"Admiral Schofield","Washington Wizards",29490,5,3,1,2,3,1,0,14,"Memphis Grizzlies"
"Admiral Schofield","Washington Wizards",29895,0,0,0,0,0,0,0,0,"Memphis Grizzlies"
"Admiral Schofield","Washington Wizards",29435,0,0,0,0,0,0,0,0,"Miami Heat"
"Admiral Schofield","Washington Wizards",29602,0,0,0,0,0,0,0,0,"Miami Heat"
"Admiral Schofield","Washington Wizards",29806,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Admiral Schofield","Washington Wizards",29959,0,0,0,0,0,0,0,0,"Milwaukee Bucks"
"Admiral Schofield","Washington Wizards",29186,5,3,2,1,0,0,0,15,"Minnesota Timberwolves"
"Admiral Schofield","Washington Wizards",29559,1,1,0,2,2,1,1,3,"New York Knicks"
"Admiral Schofield","Washington Wizards",29591,0,0,0,0,0,0,0,0,"New York Knicks"
"Admiral Schofield","Washington Wizards",30074,0,0,0,0,0,0,0,0,"New York Knicks"
"Admiral Schofield","Washington Wizards",29130,2,1,2,5,0,0,0,7,"Oklahoma City Thunder"
"Admiral Schofield","Washington Wizards",29410,0,0,0,1,0,0,0,0,"Orlando Magic"
"Admiral Schofield","Washington Wizards",29614,0,0,0,0,0,0,0,0,"Orlando Magic"
"Admiral Schofield","Washington Wizards",29669,8,2,0,6,2,0,0,18,"Orlando Magic"
"Admiral Schofield","Washington Wizards",29424,0,0,0,0,0,0,0,0,"Philadelphia 76ers"
"Admiral Schofield","Washington Wizards",29539,0,0,2,1,1,1,1,2,"Philadelphia 76ers"
"Admiral Schofield","Washington Wizards",29629,0,0,1,2,0,0,0,1,"Portland Trail Blazers"
"Admiral Schofield","Washington Wizards",29344,0,0,0,0,0,0,0,0,"Sacramento Kings"
"Admiral Schofield","Washington Wizards",29137,0,0,0,1,0,0,0,0,"San Antonio Spurs"
"Admiral Schofield","Washington Wizards",29317,0,0,0,0,0,0,0,0,"San Antonio Spurs"
"Admiral Schofield","Washington Wizards",29533,2,1,1,0,2,1,0,6,"Toronto Raptors"
"Admiral Schofield","Washington Wizards",29692,0,0,0,0,0,0,0,0,"Utah Jazz"
"Al Horford","Philadelphia 76ers",29153,1,1,2,9,2,1,4,5,"Atlanta Hawks"
"Al Horford","Philadelphia 76ers",29960,3,1,0,8,5,0,1,7,"Atlanta Hawks"
"Al Horford","Philadelphia 76ers",29120,5,1,5,2,3,1,0,16,"Boston Celtics"
"Al Horford","Philadelphia 76ers",29474,0,0,0,0,0,0,0,0,"Boston Celtics"
"Al Horford","Philadelphia 76ers",29671,7,2,1,8,6,1,2,17,"Boston Celtics"
"Al Horford","Philadelphia 76ers",29838,4,1,0,9,4,0,0,9,"Boston Celtics"
"Al Horford","Philadelphia 76ers",29498,5,0,0,9,5,1,3,10,"Brooklyn Nets"
"Al Horford","Philadelphia 76ers",29718,4,2,4,8,6,2,1,14,"Brooklyn Nets"
"Al Horford","Philadelphia 76ers",29747,9,1,0,6,2,0,2,19,"Brooklyn Nets"
"Al Horford","Philadelphia 76ers",29929,2,0,2,3,2,1,2,6,"Brooklyn Nets"
"Al Horford","Philadelphia 76ers",29246,7,0,1,7,5,1,0,15,"Charlotte Hornets"
"Al Horford","Philadelphia 76ers",29731,8,2,2,5,6,0,1,20,"Chicago Bulls"
"Al Horford","Philadelphia 76ers",29894,0,0,0,7,2,0,2,0,"Chicago Bulls"
"Al Horford","Philadelphia 76ers",29290,4,1,2,6,7,2,2,11,"Cleveland Cavaliers"
"Al Horford","Philadelphia 76ers",29439,3,2,0,5,3,3,1,8,"Cleveland Cavaliers"
"Al Horford","Philadelphia 76ers",29974,4,2,0,5,5,3,0,10,"Cleveland Cavaliers"
"Al Horford","Philadelphia 76ers",29530,4,1,0,2,3,1,0,9,"Dallas Mavericks"
"Al Horford","Philadelphia 76ers",29685,6,3,1,6,5,2,1,16,"Dallas Mavericks"
"Al Horford","Philadelphia 76ers",29226,3,2,0,10,4,1,2,8,"Denver Nuggets"
"Al Horford","Philadelphia 76ers",29461,5,1,0,9,2,2,0,11,"Denver Nuggets"
"Al Horford","Philadelphia 76ers",29139,9,2,3,9,5,1,0,23,"Detroit Pistons"
"Al Horford","Philadelphia 76ers",29552,4,1,0,6,4,1,1,9,"Detroit Pistons"
"Al Horford","Philadelphia 76ers",30075,8,4,0,10,6,0,2,20,"Detroit Pistons"
"Al Horford","Philadelphia 76ers",29813,4,2,2,11,8,1,0,12,"Golden State Warriors"
"Al Horford","Philadelphia 76ers",30047,9,2,2,10,7,0,1,22,"Golden State Warriors"
"Al Horford","Philadelphia 76ers",29626,3,1,0,8,2,0,0,7,"Houston Rockets"
"Al Horford","Philadelphia 76ers",29388,6,3,0,3,3,1,1,15,"Indiana Pacers"
"Al Horford","Philadelphia 76ers",29607,2,1,0,3,2,1,0,5,"Indiana Pacers"
"Al Horford","Philadelphia 76ers",29703,5,0,0,8,5,0,2,10,"Indiana Pacers"
"Al Horford","Philadelphia 76ers",29908,3,1,2,6,3,0,2,9,"Los Angeles Clippers"
"Al Horford","Philadelphia 76ers",30002,4,1,3,8,6,1,2,12,"Los Angeles Clippers"
"Al Horford","Philadelphia 76ers",29791,6,2,2,6,1,1,0,16,"Los Angeles Lakers"
"Al Horford","Philadelphia 76ers",30021,2,0,4,11,3,2,1,8,"Los Angeles Lakers"
"Al Horford","Philadelphia 76ers",29875,4,2,0,8,6,1,1,10,"Memphis Grizzlies"
"Al Horford","Philadelphia 76ers",29341,7,2,0,6,3,0,0,16,"Miami Heat"
"Al Horford","Philadelphia 76ers",29522,4,1,0,4,3,1,1,9,"Miami Heat"
"Al Horford","Philadelphia 76ers",29586,3,1,0,4,1,0,0,7,"Miami Heat"
"Al Horford","Philadelphia 76ers",29849,2,2,0,4,1,0,0,6,"Miami Heat"
"Al Horford","Philadelphia 76ers",29563,3,3,2,10,5,1,1,11,"Milwaukee Bucks"
"Al Horford","Philadelphia 76ers",29872,5,5,0,6,1,1,0,15,"Milwaukee Bucks"
"Al Horford","Philadelphia 76ers",29947,1,1,0,7,2,0,0,3,"Milwaukee Bucks"
"Al Horford","Philadelphia 76ers",29169,5,1,1,16,4,0,0,12,"Minnesota Timberwolves"
"Al Horford","Philadelphia 76ers",29318,3,1,0,6,2,2,1,7,"New York Knicks"
"Al Horford","Philadelphia 76ers",29743,2,0,0,7,4,0,0,4,"New York Knicks"
"Al Horford","Philadelphia 76ers",29979,5,4,1,7,9,1,1,15,"New York Knicks"
"Al Horford","Philadelphia 76ers",29278,5,1,1,4,5,2,0,12,"Oklahoma City Thunder"
